sale_id,date,product_id,product_name,category,quantity_sold
SALE0000035,2025-02-04,P00001,Olive Oil 001,Grocery,83
SALE0000036,2025-02-05,P00001,Olive Oil 001,Grocery,53
SALE0000037,2025-02-06,P00001,Olive Oil 001,Grocery,51
SALE0000038,2025-02-07,P00001,Olive Oil 001,Grocery,88
SALE0000039,2025-02-08,P00001,Olive Oil 001,Grocery,52
SALE0000040,2025-02-09,P00001,Olive Oil 001,Grocery,85
SALE0000041,2025-02-10,P00001,Olive Oil 001,Grocery,84
SALE0000042,2025-02-11,P00001,Olive Oil 001,Grocery,117
SALE0000043,2025-02-12,P00001,Olive Oil 001,Grocery,73
SALE0000044,2025-02-13,P00001,Olive Oil 001,Grocery,45
SALE0000045,2025-02-14,P00001,Olive Oil 001,Grocery,98
SALE0000046,2025-02-15,P00001,Olive Oil 001,Grocery,108
SALE0000047,2025-02-16,P00001,Olive Oil 001,Grocery,55
SALE0000048,2025-02-17,P00001,Olive Oil 001,Grocery,88
SALE0000049,2025-02-18,P00001,Olive Oil 001,Grocery,50
SALE0000050,2025-02-19,P00001,Olive Oil 001,Grocery,110
SALE0000051,2025-02-20,P00001,Olive Oil 001,Grocery,77
SALE0000052,2025-02-21,P00001,Olive Oil 001,Grocery,120
SALE0000053,2025-02-22,P00001,Olive Oil 001,Grocery,119
SALE0000054,2025-02-23,P00001,Olive Oil 001,Grocery,86
SALE0000055,2025-02-24,P00001,Olive Oil 001,Grocery,113
SALE0000056,2025-02-25,P00001,Olive Oil 001,Grocery,64
SALE0000057,2025-02-26,P00001,Olive Oil 001,Grocery,48
SALE0000058,2025-02-27,P00001,Olive Oil 001,Grocery,45
SALE0000059,2025-02-28,P00001,Olive Oil 001,Grocery,69
SALE0000060,2025-03-01,P00001,Olive Oil 001,Grocery,77
SALE0000061,2025-03-02,P00001,Olive Oil 001,Grocery,50
SALE0000062,2025-03-03,P00001,Olive Oil 001,Grocery,69
SALE0000063,2025-03-04,P00001,Olive Oil 001,Grocery,52
SALE0000064,2025-03-05,P00001,Olive Oil 001,Grocery,88
SALE0000065,2025-03-06,P00001,Olive Oil 001,Grocery,75
SALE0000066,2025-03-07,P00001,Olive Oil 001,Grocery,98
SALE0000067,2025-03-08,P00001,Olive Oil 001,Grocery,86
SALE0000068,2025-03-09,P00001,Olive Oil 001,Grocery,60
SALE0000069,2025-03-10,P00001,Olive Oil 001,Grocery,87
SALE0000070,2025-03-11,P00001,Olive Oil 001,Grocery,85
SALE0000071,2025-03-12,P00001,Olive Oil 001,Grocery,66
SALE0000072,2025-03-13,P00001,Olive Oil 001,Grocery,74
SALE0000073,2025-03-14,P00001,Olive Oil 001,Grocery,49
SALE0000074,2025-03-15,P00001,Olive Oil 001,Grocery,117
SALE0000075,2025-03-16,P00001,Olive Oil 001,Grocery,61
SALE0000076,2025-03-17,P00001,Olive Oil 001,Grocery,108
SALE0000077,2025-03-18,P00001,Olive Oil 001,Grocery,71
SALE0000078,2025-03-19,P00001,Olive Oil 001,Grocery,60
SALE0000079,2025-03-20,P00001,Olive Oil 001,Grocery,99
SALE0000080,2025-03-21,P00001,Olive Oil 001,Grocery,88
SALE0000081,2025-03-22,P00001,Olive Oil 001,Grocery,74
SALE0000082,2025-03-23,P00001,Olive Oil 001,Grocery,111
SALE0000083,2025-03-24,P00001,Olive Oil 001,Grocery,68
SALE0000084,2025-03-25,P00001,Olive Oil 001,Grocery,81
SALE0000085,2025-03-26,P00001,Olive Oil 001,Grocery,47
SALE0000086,2025-03-27,P00001,Olive Oil 001,Grocery,69
SALE0000087,2025-03-28,P00001,Olive Oil 001,Grocery,44
SALE0000088,2025-03-29,P00001,Olive Oil 001,Grocery,80
SALE0000089,2025-03-30,P00001,Olive Oil 001,Grocery,91
SALE0000090,2025-03-31,P00001,Olive Oil 001,Grocery,74
SALE0000091,2025-04-01,P00001,Olive Oil 001,Grocery,48
SALE0000092,2025-04-02,P00001,Olive Oil 001,Grocery,67
SALE0000093,2025-04-03,P00001,Olive Oil 001,Grocery,112
SALE0000094,2025-04-04,P00001,Olive Oil 001,Grocery,80
SALE0000095,2025-04-05,P00001,Olive Oil 001,Grocery,67
SALE0000096,2025-04-06,P00001,Olive Oil 001,Grocery,103
SALE0000097,2025-04-07,P00001,Olive Oil 001,Grocery,90
SALE0000098,2025-04-08,P00001,Olive Oil 001,Grocery,98
SALE0000099,2025-04-09,P00001,Olive Oil 001,Grocery,58
SALE0000100,2025-04-10,P00001,Olive Oil 001,Grocery,73
SALE0000101,2025-04-11,P00001,Olive Oil 001,Grocery,57
SALE0000102,2025-04-12,P00001,Olive Oil 001,Grocery,71
SALE0000103,2025-04-13,P00001,Olive Oil 001,Grocery,111
SALE0000104,2025-04-14,P00001,Olive Oil 001,Grocery,108
SALE0000105,2025-04-15,P00001,Olive Oil 001,Grocery,73
SALE0000106,2025-04-16,P00001,Olive Oil 001,Grocery,114
SALE0000107,2025-04-17,P00001,Olive Oil 001,Grocery,94
SALE0000108,2025-04-18,P00001,Olive Oil 001,Grocery,114
SALE0000109,2025-04-19,P00001,Olive Oil 001,Grocery,91
SALE0000110,2025-04-20,P00001,Olive Oil 001,Grocery,86
SALE0000111,2025-04-21,P00001,Olive Oil 001,Grocery,68
SALE0000112,2025-04-22,P00001,Olive Oil 001,Grocery,57
SALE0000113,2025-04-23,P00001,Olive Oil 001,Grocery,105
SALE0000114,2025-04-24,P00001,Olive Oil 001,Grocery,103
SALE0000115,2025-04-25,P00001,Olive Oil 001,Grocery,51
SALE0000116,2025-04-26,P00001,Olive Oil 001,Grocery,46
SALE0000117,2025-04-27,P00001,Olive Oil 001,Grocery,54
SALE0000118,2025-04-28,P00001,Olive Oil 001,Grocery,59
SALE0000119,2025-04-29,P00001,Olive Oil 001,Grocery,120
SALE0000120,2025-04-30,P00001,Olive Oil 001,Grocery,60
SALE0000121,2025-05-01,P00001,Olive Oil 001,Grocery,94
SALE0000122,2025-05-02,P00001,Olive Oil 001,Grocery,116
SALE0000123,2025-05-03,P00001,Olive Oil 001,Grocery,48
SALE0000124,2025-05-04,P00001,Olive Oil 001,Grocery,89
SALE0000125,2025-05-05,P00001,Olive Oil 001,Grocery,88
SALE0000126,2025-05-06,P00001,Olive Oil 001,Grocery,116
SALE0000127,2025-05-07,P00001,Olive Oil 001,Grocery,99
SALE0000128,2025-05-08,P00001,Olive Oil 001,Grocery,107
SALE0000129,2025-05-09,P00001,Olive Oil 001,Grocery,72
SALE0000130,2025-05-10,P00001,Olive Oil 001,Grocery,110
SALE0000131,2025-05-11,P00001,Olive Oil 001,Grocery,41
SALE0000132,2025-05-12,P00001,Olive Oil 001,Grocery,54
SALE0000133,2025-05-13,P00001,Olive Oil 001,Grocery,108
SALE0000134,2025-05-14,P00001,Olive Oil 001,Grocery,74
SALE0000135,2025-05-15,P00001,Olive Oil 001,Grocery,83
SALE0000136,2025-05-16,P00001,Olive Oil 001,Grocery,54
SALE0000137,2025-05-17,P00001,Olive Oil 001,Grocery,77
SALE0000138,2025-05-18,P00001,Olive Oil 001,Grocery,95
SALE0000139,2025-05-19,P00001,Olive Oil 001,Grocery,60
SALE0000140,2025-05-20,P00001,Olive Oil 001,Grocery,98
SALE0000141,2025-05-21,P00001,Olive Oil 001,Grocery,40
SALE0000142,2025-05-22,P00001,Olive Oil 001,Grocery,73
SALE0000143,2025-05-23,P00001,Olive Oil 001,Grocery,104
SALE0000144,2025-05-24,P00001,Olive Oil 001,Grocery,62
SALE0000145,2025-05-25,P00001,Olive Oil 001,Grocery,104
SALE0000146,2025-05-26,P00001,Olive Oil 001,Grocery,53
SALE0000147,2025-05-27,P00001,Olive Oil 001,Grocery,120
SALE0000148,2025-05-28,P00001,Olive Oil 001,Grocery,78
SALE0000149,2025-05-29,P00001,Olive Oil 001,Grocery,104
SALE0000150,2025-05-30,P00001,Olive Oil 001,Grocery,117
SALE0000151,2025-05-31,P00001,Olive Oil 001,Grocery,65
SALE0000152,2025-06-01,P00001,Olive Oil 001,Grocery,59
SALE0000153,2025-06-02,P00001,Olive Oil 001,Grocery,87
SALE0000154,2025-06-03,P00001,Olive Oil 001,Grocery,60
SALE0000155,2025-06-04,P00001,Olive Oil 001,Grocery,109
SALE0000156,2025-06-05,P00001,Olive Oil 001,Grocery,107
SALE0000157,2025-06-06,P00001,Olive Oil 001,Grocery,40
SALE0000158,2025-06-07,P00001,Olive Oil 001,Grocery,116
SALE0000159,2025-06-08,P00001,Olive Oil 001,Grocery,81
SALE0000160,2025-06-09,P00001,Olive Oil 001,Grocery,102
SALE0000161,2025-06-10,P00001,Olive Oil 001,Grocery,42
SALE0000162,2025-06-11,P00001,Olive Oil 001,Grocery,54
SALE0000163,2025-06-12,P00001,Olive Oil 001,Grocery,86
SALE0000164,2025-06-13,P00001,Olive Oil 001,Grocery,79
SALE0000165,2025-06-14,P00001,Olive Oil 001,Grocery,70
SALE0000166,2025-06-15,P00001,Olive Oil 001,Grocery,47
SALE0000167,2025-06-16,P00001,Olive Oil 001,Grocery,70
SALE0000168,2025-06-17,P00001,Olive Oil 001,Grocery,112
SALE0000169,2025-06-18,P00001,Olive Oil 001,Grocery,50
SALE0000170,2025-06-19,P00001,Olive Oil 001,Grocery,50
SALE0000171,2025-06-20,P00001,Olive Oil 001,Grocery,102
SALE0000172,2025-06-21,P00001,Olive Oil 001,Grocery,48
SALE0000173,2025-06-22,P00001,Olive Oil 001,Grocery,108
SALE0000174,2025-06-23,P00001,Olive Oil 001,Grocery,56
SALE0000175,2025-06-24,P00001,Olive Oil 001,Grocery,56
SALE0000176,2025-06-25,P00001,Olive Oil 001,Grocery,100
SALE0000177,2025-06-26,P00001,Olive Oil 001,Grocery,110
SALE0000178,2025-06-27,P00001,Olive Oil 001,Grocery,61
SALE0000179,2025-06-28,P00001,Olive Oil 001,Grocery,73
SALE0000180,2025-06-29,P00001,Olive Oil 001,Grocery,107
SALE0000181,2025-06-30,P00001,Olive Oil 001,Grocery,117
SALE0000182,2025-07-01,P00001,Olive Oil 001,Grocery,94
SALE0000183,2025-07-02,P00001,Olive Oil 001,Grocery,67
SALE0000184,2025-07-03,P00001,Olive Oil 001,Grocery,109
SALE0000185,2025-07-04,P00001,Olive Oil 001,Grocery,65
SALE0000186,2025-07-05,P00001,Olive Oil 001,Grocery,79
SALE0000187,2025-07-06,P00001,Olive Oil 001,Grocery,91
SALE0000188,2025-07-07,P00001,Olive Oil 001,Grocery,87
SALE0000189,2025-07-08,P00001,Olive Oil 001,Grocery,96
SALE0000190,2025-07-09,P00001,Olive Oil 001,Grocery,106
SALE0000191,2025-07-10,P00001,Olive Oil 001,Grocery,97
SALE0000192,2025-07-11,P00001,Olive Oil 001,Grocery,55
SALE0000193,2025-07-12,P00001,Olive Oil 001,Grocery,71
SALE0000194,2025-07-13,P00001,Olive Oil 001,Grocery,68
SALE0000195,2025-07-14,P00001,Olive Oil 001,Grocery,48
SALE0000196,2025-07-15,P00001,Olive Oil 001,Grocery,83
SALE0000197,2025-07-16,P00001,Olive Oil 001,Grocery,42
SALE0000198,2025-07-17,P00001,Olive Oil 001,Grocery,115
SALE0000199,2025-07-18,P00001,Olive Oil 001,Grocery,110
SALE0000200,2025-07-19,P00001,Olive Oil 001,Grocery,69
SALE0000201,2025-07-20,P00001,Olive Oil 001,Grocery,115
SALE0000202,2025-07-21,P00001,Olive Oil 001,Grocery,68
SALE0000203,2025-07-22,P00001,Olive Oil 001,Grocery,40
SALE0000204,2025-07-23,P00001,Olive Oil 001,Grocery,49
SALE0000205,2025-07-24,P00001,Olive Oil 001,Grocery,120
SALE0000206,2025-07-25,P00001,Olive Oil 001,Grocery,47
SALE0000207,2025-07-26,P00001,Olive Oil 001,Grocery,69
SALE0000208,2025-07-27,P00001,Olive Oil 001,Grocery,48
SALE0000209,2025-07-28,P00001,Olive Oil 001,Grocery,44
SALE0000210,2025-07-29,P00001,Olive Oil 001,Grocery,82
SALE0000211,2025-07-30,P00001,Olive Oil 001,Grocery,49
SALE0000212,2025-07-31,P00001,Olive Oil 001,Grocery,105
SALE0000213,2025-08-01,P00001,Olive Oil 001,Grocery,70
SALE0000214,2025-08-02,P00001,Olive Oil 001,Grocery,75
SALE0000215,2025-08-03,P00001,Olive Oil 001,Grocery,102
SALE0000216,2025-08-04,P00001,Olive Oil 001,Grocery,67
SALE0000217,2025-08-05,P00001,Olive Oil 001,Grocery,109
SALE0000218,2025-08-06,P00001,Olive Oil 001,Grocery,56
SALE0000219,2025-08-07,P00001,Olive Oil 001,Grocery,113
SALE0000220,2025-08-08,P00001,Olive Oil 001,Grocery,113
SALE0000221,2025-08-09,P00001,Olive Oil 001,Grocery,100
SALE0000222,2025-08-10,P00001,Olive Oil 001,Grocery,71
SALE0000223,2025-08-11,P00001,Olive Oil 001,Grocery,100
SALE0000224,2025-08-12,P00001,Olive Oil 001,Grocery,92
SALE0000225,2025-08-13,P00001,Olive Oil 001,Grocery,64
SALE0000226,2025-08-14,P00001,Olive Oil 001,Grocery,52
SALE0000227,2025-08-15,P00001,Olive Oil 001,Grocery,52
SALE0000228,2025-08-16,P00001,Olive Oil 001,Grocery,95
SALE0000229,2025-08-17,P00001,Olive Oil 001,Grocery,85
SALE0000230,2025-08-18,P00001,Olive Oil 001,Grocery,94
SALE0000231,2025-08-19,P00001,Olive Oil 001,Grocery,92
SALE0000232,2025-08-20,P00001,Olive Oil 001,Grocery,99
SALE0000233,2025-08-21,P00001,Olive Oil 001,Grocery,46
SALE0000234,2025-08-22,P00001,Olive Oil 001,Grocery,52
SALE0000235,2025-08-23,P00001,Olive Oil 001,Grocery,47
SALE0000236,2025-08-24,P00001,Olive Oil 001,Grocery,91
SALE0000237,2025-08-25,P00001,Olive Oil 001,Grocery,83
SALE0000238,2025-08-26,P00001,Olive Oil 001,Grocery,53
SALE0000239,2025-08-27,P00001,Olive Oil 001,Grocery,71
SALE0000240,2025-08-28,P00001,Olive Oil 001,Grocery,64
SALE0000241,2025-08-29,P00001,Olive Oil 001,Grocery,64
SALE0000242,2025-08-30,P00001,Olive Oil 001,Grocery,108
SALE0000243,2025-08-31,P00001,Olive Oil 001,Grocery,97
SALE0000244,2025-09-01,P00001,Olive Oil 001,Grocery,57
SALE0000245,2025-09-02,P00001,Olive Oil 001,Grocery,94
SALE0000246,2025-09-03,P00001,Olive Oil 001,Grocery,63
SALE0000247,2025-09-04,P00001,Olive Oil 001,Grocery,75
SALE0000248,2025-09-05,P00001,Olive Oil 001,Grocery,99
SALE0000249,2025-09-06,P00001,Olive Oil 001,Grocery,71
SALE0000250,2025-09-07,P00001,Olive Oil 001,Grocery,49
SALE0000251,2025-09-08,P00001,Olive Oil 001,Grocery,96
SALE0000252,2025-09-09,P00001,Olive Oil 001,Grocery,110
SALE0000253,2025-09-10,P00001,Olive Oil 001,Grocery,52
SALE0000254,2025-09-11,P00001,Olive Oil 001,Grocery,46
SALE0000255,2025-09-12,P00001,Olive Oil 001,Grocery,109
SALE0000256,2025-09-13,P00001,Olive Oil 001,Grocery,41
SALE0000257,2025-09-14,P00001,Olive Oil 001,Grocery,51
SALE0000258,2025-09-15,P00001,Olive Oil 001,Grocery,70
SALE0000259,2025-09-16,P00001,Olive Oil 001,Grocery,61
SALE0000260,2025-09-17,P00001,Olive Oil 001,Grocery,92
SALE0000261,2025-09-18,P00001,Olive Oil 001,Grocery,102
SALE0000262,2025-09-19,P00001,Olive Oil 001,Grocery,101
SALE0000263,2025-09-20,P00001,Olive Oil 001,Grocery,67
SALE0000264,2025-09-21,P00001,Olive Oil 001,Grocery,91
SALE0000265,2025-09-22,P00001,Olive Oil 001,Grocery,47
SALE0000266,2025-09-23,P00001,Olive Oil 001,Grocery,61
SALE0000267,2025-09-24,P00001,Olive Oil 001,Grocery,88
SALE0000268,2025-09-25,P00001,Olive Oil 001,Grocery,40
SALE0000269,2025-09-26,P00001,Olive Oil 001,Grocery,89
SALE0000270,2025-09-27,P00001,Olive Oil 001,Grocery,73
SALE0000271,2025-09-28,P00001,Olive Oil 001,Grocery,98
SALE0000272,2025-09-29,P00001,Olive Oil 001,Grocery,76
SALE0000273,2025-09-30,P00001,Olive Oil 001,Grocery,94
SALE0000274,2025-10-01,P00001,Olive Oil 001,Grocery,111
SALE0000275,2025-10-02,P00001,Olive Oil 001,Grocery,102
SALE0000276,2025-10-03,P00001,Olive Oil 001,Grocery,59
SALE0000277,2025-10-04,P00001,Olive Oil 001,Grocery,64
SALE0000278,2025-10-05,P00001,Olive Oil 001,Grocery,77
SALE0000279,2025-10-06,P00001,Olive Oil 001,Grocery,67
SALE0000280,2025-10-07,P00001,Olive Oil 001,Grocery,47
SALE0000281,2025-10-08,P00001,Olive Oil 001,Grocery,114
SALE0000282,2025-10-09,P00001,Olive Oil 001,Grocery,109
SALE0000283,2025-10-10,P00001,Olive Oil 001,Grocery,47
SALE0000284,2025-10-11,P00001,Olive Oil 001,Grocery,80
SALE0000285,2025-10-12,P00001,Olive Oil 001,Grocery,47
SALE0000286,2025-10-13,P00001,Olive Oil 001,Grocery,46
SALE0000287,2025-10-14,P00001,Olive Oil 001,Grocery,114
SALE0000288,2025-10-15,P00001,Olive Oil 001,Grocery,101
SALE0000289,2025-10-16,P00001,Olive Oil 001,Grocery,104
SALE0000290,2025-10-17,P00001,Olive Oil 001,Grocery,107
SALE0000291,2025-10-18,P00001,Olive Oil 001,Grocery,60
SALE0000292,2025-10-19,P00001,Olive Oil 001,Grocery,47
SALE0000293,2025-10-20,P00001,Olive Oil 001,Grocery,105
SALE0000294,2025-10-21,P00001,Olive Oil 001,Grocery,50
SALE0000295,2025-10-22,P00001,Olive Oil 001,Grocery,63
SALE0000296,2025-10-23,P00001,Olive Oil 001,Grocery,48
SALE0000297,2025-10-24,P00001,Olive Oil 001,Grocery,116
SALE0000298,2025-10-25,P00001,Olive Oil 001,Grocery,48
SALE0000299,2025-10-26,P00001,Olive Oil 001,Grocery,70
SALE0000300,2025-10-27,P00001,Olive Oil 001,Grocery,91
SALE0000301,2025-10-28,P00001,Olive Oil 001,Grocery,55
SALE0000302,2025-10-29,P00001,Olive Oil 001,Grocery,112
SALE0000303,2025-10-30,P00001,Olive Oil 001,Grocery,71
SALE0000304,2025-10-31,P00001,Olive Oil 001,Grocery,114
SALE0000305,2025-11-01,P00001,Olive Oil 001,Grocery,116
SALE0000306,2025-11-02,P00001,Olive Oil 001,Grocery,45
SALE0000307,2025-11-03,P00001,Olive Oil 001,Grocery,119
SALE0000308,2025-11-04,P00001,Olive Oil 001,Grocery,50
SALE0000309,2025-11-05,P00001,Olive Oil 001,Grocery,93
SALE0000310,2025-11-06,P00001,Olive Oil 001,Grocery,114
SALE0000311,2025-11-07,P00001,Olive Oil 001,Grocery,112
SALE0000312,2025-11-08,P00001,Olive Oil 001,Grocery,106
SALE0000313,2025-11-09,P00001,Olive Oil 001,Grocery,80
SALE0000314,2025-11-10,P00001,Olive Oil 001,Grocery,73
SALE0000315,2025-11-11,P00001,Olive Oil 001,Grocery,66
SALE0000316,2025-11-12,P00001,Olive Oil 001,Grocery,80
SALE0000317,2025-11-13,P00001,Olive Oil 001,Grocery,70
SALE0000318,2025-11-14,P00001,Olive Oil 001,Grocery,73
SALE0000319,2025-11-15,P00001,Olive Oil 001,Grocery,90
SALE0000320,2025-11-16,P00001,Olive Oil 001,Grocery,56
SALE0000321,2025-11-17,P00001,Olive Oil 001,Grocery,78
SALE0000322,2025-11-18,P00001,Olive Oil 001,Grocery,98
SALE0000323,2025-11-19,P00001,Olive Oil 001,Grocery,80
SALE0000324,2025-11-20,P00001,Olive Oil 001,Grocery,49
SALE0000325,2025-11-21,P00001,Olive Oil 001,Grocery,41
SALE0000326,2025-11-22,P00001,Olive Oil 001,Grocery,98
SALE0000327,2025-11-23,P00001,Olive Oil 001,Grocery,119
SALE0000328,2025-11-24,P00001,Olive Oil 001,Grocery,112
SALE0000329,2025-11-25,P00001,Olive Oil 001,Grocery,52
SALE0000330,2025-11-26,P00001,Olive Oil 001,Grocery,49
SALE0000331,2025-11-27,P00001,Olive Oil 001,Grocery,108
SALE0000332,2025-11-28,P00001,Olive Oil 001,Grocery,67
SALE0000333,2025-11-29,P00001,Olive Oil 001,Grocery,104
SALE0000334,2025-11-30,P00001,Olive Oil 001,Grocery,73
SALE0000335,2025-12-01,P00001,Olive Oil 001,Grocery,56
SALE0000336,2025-12-02,P00001,Olive Oil 001,Grocery,84
SALE0000337,2025-12-03,P00001,Olive Oil 001,Grocery,48
SALE0000338,2025-12-04,P00001,Olive Oil 001,Grocery,71
SALE0000339,2025-12-05,P00001,Olive Oil 001,Grocery,87
SALE0000340,2025-12-06,P00001,Olive Oil 001,Grocery,76
SALE0000341,2025-12-07,P00001,Olive Oil 001,Grocery,60
SALE0000342,2025-12-08,P00001,Olive Oil 001,Grocery,96
SALE0000343,2025-12-09,P00001,Olive Oil 001,Grocery,109
SALE0000344,2025-12-10,P00001,Olive Oil 001,Grocery,78
SALE0000345,2025-12-11,P00001,Olive Oil 001,Grocery,118
SALE0000346,2025-12-12,P00001,Olive Oil 001,Grocery,107
SALE0000347,2025-12-13,P00001,Olive Oil 001,Grocery,41
SALE0000348,2025-12-14,P00001,Olive Oil 001,Grocery,110
SALE0000349,2025-12-15,P00001,Olive Oil 001,Grocery,78
SALE0000350,2025-12-16,P00001,Olive Oil 001,Grocery,53
SALE0000351,2025-12-17,P00001,Olive Oil 001,Grocery,57
SALE0000352,2025-12-18,P00001,Olive Oil 001,Grocery,73
SALE0000353,2025-12-19,P00001,Olive Oil 001,Grocery,54
SALE0000354,2025-12-20,P00001,Olive Oil 001,Grocery,53
SALE0000355,2025-12-21,P00001,Olive Oil 001,Grocery,110
SALE0000356,2025-12-22,P00001,Olive Oil 001,Grocery,59
SALE0000357,2025-12-23,P00001,Olive Oil 001,Grocery,74
SALE0000358,2025-12-24,P00001,Olive Oil 001,Grocery,76
SALE0000359,2025-12-25,P00001,Olive Oil 001,Grocery,117
SALE0000360,2025-12-26,P00001,Olive Oil 001,Grocery,66
SALE0000361,2025-12-27,P00001,Olive Oil 001,Grocery,83
SALE0000362,2025-12-28,P00001,Olive Oil 001,Grocery,66
SALE0000363,2025-12-29,P00001,Olive Oil 001,Grocery,73
SALE0000364,2025-12-30,P00001,Olive Oil 001,Grocery,104
SALE0000365,2025-12-31,P00001,Olive Oil 001,Grocery,102
SALE0000366,2025-01-01,P00002,Cereal Box 002,Grocery,72
SALE0000367,2025-01-02,P00002,Cereal Box 002,Grocery,46
SALE0000368,2025-01-03,P00002,Cereal Box 002,Grocery,51
SALE0000369,2025-01-04,P00002,Cereal Box 002,Grocery,94
SALE0000370,2025-01-05,P00002,Cereal Box 002,Grocery,75
SALE0000371,2025-01-06,P00002,Cereal Box 002,Grocery,45
SALE0000372,2025-01-07,P00002,Cereal Box 002,Grocery,40
SALE0000373,2025-01-08,P00002,Cereal Box 002,Grocery,82
SALE0000374,2025-01-09,P00002,Cereal Box 002,Grocery,56
SALE0000375,2025-01-10,P00002,Cereal Box 002,Grocery,73
SALE0000376,2025-01-11,P00002,Cereal Box 002,Grocery,60
SALE0000377,2025-01-12,P00002,Cereal Box 002,Grocery,96
SALE0000378,2025-01-13,P00002,Cereal Box 002,Grocery,110
SALE0000379,2025-01-14,P00002,Cereal Box 002,Grocery,94
SALE0000380,2025-01-15,P00002,Cereal Box 002,Grocery,111
SALE0000381,2025-01-16,P00002,Cereal Box 002,Grocery,41
SALE0000382,2025-01-17,P00002,Cereal Box 002,Grocery,54
SALE0000383,2025-01-18,P00002,Cereal Box 002,Grocery,49
SALE0000384,2025-01-19,P00002,Cereal Box 002,Grocery,59
SALE0000385,2025-01-20,P00002,Cereal Box 002,Grocery,109
SALE0000386,2025-01-21,P00002,Cereal Box 002,Grocery,44
SALE0000387,2025-01-22,P00002,Cereal Box 002,Grocery,87
SALE0000388,2025-01-23,P00002,Cereal Box 002,Grocery,114
SALE0000389,2025-01-24,P00002,Cereal Box 002,Grocery,110
SALE0000390,2025-01-25,P00002,Cereal Box 002,Grocery,58
SALE0000391,2025-01-26,P00002,Cereal Box 002,Grocery,95
SALE0000392,2025-01-27,P00002,Cereal Box 002,Grocery,56
SALE0000393,2025-01-28,P00002,Cereal Box 002,Grocery,45
SALE0000394,2025-01-29,P00002,Cereal Box 002,Grocery,79
SALE0000395,2025-01-30,P00002,Cereal Box 002,Grocery,86
SALE0000396,2025-01-31,P00002,Cereal Box 002,Grocery,45
SALE0000397,2025-02-01,P00002,Cereal Box 002,Grocery,85
SALE0000398,2025-02-02,P00002,Cereal Box 002,Grocery,66
SALE0000399,2025-02-03,P00002,Cereal Box 002,Grocery,71
SALE0000400,2025-02-04,P00002,Cereal Box 002,Grocery,53
SALE0000401,2025-02-05,P00002,Cereal Box 002,Grocery,85
SALE0000402,2025-02-06,P00002,Cereal Box 002,Grocery,111
SALE0000403,2025-02-07,P00002,Cereal Box 002,Grocery,92
SALE0000404,2025-02-08,P00002,Cereal Box 002,Grocery,119
SALE0000405,2025-02-09,P00002,Cereal Box 002,Grocery,59
SALE0000406,2025-02-10,P00002,Cereal Box 002,Grocery,70
SALE0000407,2025-02-11,P00002,Cereal Box 002,Grocery,60
SALE0000408,2025-02-12,P00002,Cereal Box 002,Grocery,62
SALE0000409,2025-02-13,P00002,Cereal Box 002,Grocery,92
SALE0000410,2025-02-14,P00002,Cereal Box 002,Grocery,43
